INSTNM,CITY,STABBR,INSTURL,LOCALE,MENONLY,WOMENONLY,SATVR75,SATMT75,SATWR75,ACTCM75,SAT_AVG,GRAD_DEBT_MDN
Valley College-Martinsburg,Martinsburg,WV,www.valley.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,9500
Valley College-Princeton,Princeton,WV,www.valley.edu,32,0,0,NULL,NULL,NULL,NULL,NULL,9500
Bellus Academy-Poway,Poway,CA,www.bellusacademy.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Capstone College,Pasadena,CA,www.capstonecollege.edu/,12,0,0,NULL,NULL,NULL,NULL,NULL,7657
Central Coast College,Salinas,CA,www.centralcoastcollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,6080
ITT Technical Institute-Torrance,Torrance,CA,www.itt-tech.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
Pacific College of Oriental Medicine-San Diego,San Diego,CA,www.PacificCollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,17375
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,www.artisticbeautyschool.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
National Aviation Academy of Tampa Bay,Clearwater,FL,www.naa.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,22778
Cain's Barber College Inc,Chicago,IL,www.cbcon51st.org,11,0,0,NULL,NULL,NULL,NULL,NULL,6500
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,www.moboces.org/domain/27,41,0,0,NULL,NULL,NULL,NULL,NULL,9500
Astrodome Career Centers,Houston,TX,www.astrodome.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Center for Advanced Legal Studies,Houston,TX,www.paralegal.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,11038.5
Houston Training School-Main Campus,Houston,TX,houstontrainingschools.net,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Remington College-Houston Campus,Houston,TX,www.remingtoncollege.edu/houston-texas-college-career-schools,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Bay Mills Community College,Brimley,MI,www.bmcc.edu,42,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Fond du Lac Tribal and Community College,Cloquet,MN,www.fdltcc.edu,31,0,0,NULL,NULL,NULL,NULL,NULL,12125
Northwest Indian College,Bellingham,WA,www.nwic.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Marinello Schools of Beauty-Provo,Provo,UT,www.marinello.com,12,0,0,NULL,NULL,NULL,NULL,NULL,10774
Provo College,Provo,UT,www.provocollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,17029
Paul Mitchell the School-Provo,Provo,UT,provo.paulmitchell.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,11000
University of Phoenix-Utah,Salt Lake City,UT,www.phoenix.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,33000
Utah College of Massage Therapy-Salt Lake City,Salt Lake City,UT,www.steinered.com,12,0,0,NULL,NULL,NULL,NULL,NULL,8607
CET-Coachella,Coachella,CA,cetweb.org,21,0,0,NULL,NULL,NULL,NULL,NULL,5402
CET-Oxnard,Oxnard,CA,cetweb.org,12,0,0,NULL,NULL,NULL,NULL,NULL,5402
CET-Santa Maria,Santa Maria,CA,www.cetweb.org,13,0,0,NULL,NULL,NULL,NULL,NULL,5402
Colorado School of Traditional Chinese Medicine,Denver,CO,www.cstcm.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Massage Therapy Institute of Colorado,Denver,CO,www.mtic.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Michigan College of Beauty-Troy,Troy,MI,michigancollegeofbeautytroy.com,13,0,0,NULL,NULL,NULL,NULL,NULL,6333
Ogle School Hair Skin Nails-Dallas,Dallas,TX,www.ogleschool.com,11,0,0,NULL,NULL,NULL,NULL,NULL,8820
Phoenix Seminary,Phoenix,AZ,www.ps.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,WWW.faustinstitute.com,33,0,0,NULL,NULL,NULL,NULL,NULL,12000
Seattle Vocational Institute,Seattle,WA,svi.seattlecolleges.edu/,11,0,0,NULL,NULL,NULL,NULL,NULL,9873.5
Baker College of Port Huron,Port Huron,MI,www.baker.edu/,23,0,0,NULL,NULL,NULL,NULL,NULL,24000
Empire Beauty School-Hyannis,Hyannis,MA,www.empire.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9833
Brookstone College-Greensboro,Greensboro,NC,www.brookstone.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,8708
Cheeks International Academy of Beauty Culture-Fort Collins,Loveland,CO,cheeksUSA.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8206
Cheeks International Academy of Beauty Culture-Greeley,Greeley,CO,cheeksUSA.com,13,0,0,NULL,NULL,NULL,NULL,NULL,8206
Colorado School of Healing Arts,Lakewood,CO,www.csha.net,12,0,0,NULL,NULL,NULL,NULL,NULL,15330
Westwood College-Aurora Campus,Aurora,CO,www.westwood.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,33179
Healing Arts Institute,Fort Collins,CO,healingartsinstitute.net,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
ITT Technical Institute-San Bernardino,San Bernardino,CA,www.itt-tech.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
Los Angeles ORT College-Van Nuys Campus,Van Nuys,CA,www.laort.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7334
University of Phoenix-Puerto Rico,Guaynabo,PR,www.phoenix.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,33000
Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA,www.mtdiabloadulted.org,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Royale College of Beauty,Temecula,CA,www.rcofb.com,12,0,0,NULL,NULL,NULL,NULL,NULL,6500
Westech College,Fontana,CA,www.westech.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9408
Greater Lowell Technical School,Tyngsboro,MA,www.gltech.org,21,0,0,NULL,NULL,NULL,NULL,NULL,5500
Academy of Hair Design-Pearl,Pearl,MS,www.academyofhair.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
King's College,Charlotte,NC,WWW.KINGSCOLLEGECHARLOTTE.EDU,11,0,0,NULL,NULL,NULL,NULL,NULL,11955
Miller-Motte Technical College-Clarksville,Clarksville,TN,www.miller-motte.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,23472
Genesis Career College-Lebanon,Lebanon,TN,www.genesiscareer.edu,31,0,0,NULL,NULL,NULL,NULL,NULL,9500
Brightwood College-Dallas,Dallas,TX,www.brightwood.edu/dallas-tx/,11,0,0,NULL,NULL,NULL,NULL,NULL,9277
Star College of Cosmetology 2,Tyler,TX,www.starcosmetologyschool.com/,13,0,0,NULL,NULL,NULL,NULL,NULL,3500
Southwest Collegiate Institute for the Deaf,Big Spring,TX,www.howardcollege.edu/swcid/,32,0,0,NULL,NULL,NULL,NULL,NULL,7000
Fortis College-Richmond,Richmond,VA,www.fortis.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,10014
Midwest College of Oriental Medicine-Racine,Racine,WI,www.Acupuncture.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Hacienda La Puente Adult Education,La Puente,CA,www.hlpae.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
La Belle Beauty Academy,Miami,FL,www.Labellebeauty.net,21,0,0,NULL,NULL,NULL,NULL,NULL,7535
Advanced Technical Centers,Miami,FL,www.advancedtechnicalcenters.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Hawaii Community College,Hilo,HI,hawaii.hawaii.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,7750
Regency Beauty Institute-Winston-Salem,Winston-Salem,NC,www.regency.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,14144
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,www.robertfiance.com,21,0,0,NULL,NULL,NULL,NULL,NULL,9004.5
Long Island Beauty School-Hauppauge,Hauppauge,NY,www.longislandbeautyschoolhauppauge.com/,21,0,0,NULL,NULL,NULL,NULL,NULL,7524
Buckeye Joint Vocational School,New Philadelphia,OH,www.buckeyecareercenter.org,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Sandusky Career Center,Sandusky,OH,www.sanduskycareercenter.org,32,0,0,NULL,NULL,NULL,NULL,NULL,7600
Greater Altoona Career & Technology Center,Altoona,PA,www.gactc.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,9500
Northeastern Hospital School of Nursing,Philadelphia,PA,www.nehson.templehealth.org,11,0,0,NULL,NULL,NULL,NULL,NULL,21438
Central Texas Beauty College-Temple,Temple,TX,www.centraltexasbeautycollege.com,13,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Dance Theatre of Harlem Inc,New York,NY,www.dancetheatreofharlem.org,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,www.e2ccb.org,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Empire Beauty School-Brooklyn,Brooklyn,NY,www.empire.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9588
Houston Training School-Gulfgate,Houston,TX,houstontrainingschools.net,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Star Career Academy-Philadelphia,Philadelphia,PA,www.starcareeracademy.com/location/philadelphia-campus/,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Antonelli College-Hattiesburg,Hattiesburg,MS,www.antonellicollege.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,20292
Eastern New Mexico University-Ruidoso Campus,Ruidoso,NM,www.ruidoso.enmu.edu/,33,0,0,NULL,NULL,NULL,NULL,NULL,15750
Beacon College,Leesburg,FL,www.beaconcollege.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,25750
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,www.aimc.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Estrella Mountain Community College,Avondale,AZ,www.estrellamountain.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,7000
Heartland Community College,Normal,IL,www.heartland.edu,22,0,0,NULL,NULL,NULL,NULL,NULL,6657
University of the Potomac-Washington DC Campus,Washington,DC,www.potomac.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,28337
Rabbi Jacob Joseph School,Edison,NJ,NULL,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,FL,www.sanfordbrown.edu/fort-lauderdale,12,0,0,NULL,NULL,NULL,NULL,NULL,9500
The Salon Professional Academy-Melbourne,Melbourne,FL,www.tspamelbourne.com,13,0,0,NULL,NULL,NULL,NULL,NULL,10225
Fortis Institute-Scranton,Scranton,PA,www.fortis.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,16000
Milan Institute of Cosmetology-Amarillo,Amarillo,TX,www.milaninstitute.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,12761.5
Everglades University,Boca Raton,FL,www.EvergladesUniversity.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,44150
Seminar L'moros Bais Yaakov,Brooklyn,NY,NULL,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Herzing University-Winter Park,Winter Park,FL,www.herzing.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,23216.5
Emil Fries Piano Hospital and Training Center,Vancouver,WA,www.pianotuningschool.org,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Fairview Beauty Academy,Fairview Park,OH,www.fairview.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Florida College of Natural Health-Pompano Beach,Pompano Beach,FL,www.steinered.com,13,0,0,NULL,NULL,NULL,NULL,NULL,8107
National College-Nashville,Nashville,TN,www.national-college.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,29318
College of Biblical Studies-Houston,Houston,TX,www.cbshouston.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,17008
Inner State Beauty School,Lyndhurst,OH,www.innerstatebeautyschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Virginia College-Pensacola,Pensacola,FL,www.vc.edu/campus/pensacola-florida-college.cfm,13,0,0,NULL,NULL,NULL,NULL,NULL,18331
Mid-EastCTC-Adult Education,Zanesville,OH,www.mideastadulted.org,41,0,0,NULL,NULL,NULL,NULL,NULL,6943
Everest University-South Orlando,Orlando,FL,www.everest.edu/campus/south_orlando,21,0,0,NULL,NULL,NULL,NULL,NULL,19613
Polaris Career Center,Middleburg Heights,OH,www.polaris.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7165.5
P&A Scholars Beauty School,Detroit,MI,www.pandascholars.com,11,0,0,NULL,NULL,NULL,NULL,NULL,7000
Rensselaer BOCES-Practical Nursing Program,Troy,NY,www.questar.org,13,0,0,NULL,NULL,NULL,NULL,NULL,8132
ASM Beauty World Academy,Davie,FL,www.asmbeautyworld.org,21,0,0,NULL,NULL,NULL,NULL,NULL,3640
The Salter School-Tewksbury Campus,Tewksbury,MA,salterschool.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8611
Sharps Academy of Hair Styling,Grand Blanc,MI,www.sharpsacademyofhairstyling.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
College of Health Care Professions-Northwest,Houston,TX,www.chcp.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
School of Professional Horticulture  New York Botanical Garden,Bronx,NY,www.nybg.org/edu/soph/,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Fortis College-Houston,Houston,TX,www.fortiscollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Volunteer Beauty Academy-Madison,Madison,TN,www.volunteerbeauty.com,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Watkins College of Art Design & Film,Nashville,TN,www.watkins.edu,11,0,0,510,480,560,24,1000,29125
Chicago ORT Technical Institute,Skokie,IL,www.ortchicagotech.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,3500
Alhambra Beauty College,Alhambra,CA,alhambrabeauty.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
UEI College-Gardena,Gardena,CA,www.uei.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Asian American International Beauty College,Westminster,CA,www.aabeautycollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Avance Beauty College,San Diego,CA,avancebeautycollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,6905
Colton-Redlands-Yucaipa Regional Occupational Program,Redlands,CA,www.cryrop.org,13,0,0,NULL,NULL,NULL,NULL,NULL,6734
Copper Mountain Community College,Joshua Tree,CA,www.cmccd.edu,42,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Diversified Vocational College,Los Angeles,CA,www.dvcla.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Bristol University,Anaheim,CA,www.bristoluniversity.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
UEI College-Fresno,Fresno,CA,www.uei.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Mt Sierra College,Monrovia,CA,www.mtsierra.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,42531
Wyotech-Long Beach,Long Beach,CA,www.wyotech.edu/campus/long_beach,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Santiago Canyon College,Orange,CA,www.sccollege.edu/Pages/default.aspx,12,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Southern California Institute of Technology,Anaheim,CA,www.scitech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Soka University of America,Aliso Viejo,CA,www.soka.edu,21,0,0,660,710,650,29,1223,PrivacySuppressed
Summit College,Colton,CA,www.summitcollege.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9222
Advance Beauty College,Garden Grove,CA,www.advancebeautycollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
World Mission University,Los Angeles,CA,www.wmu.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,www.yosan.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Coast Career Institute,Los Angeles,CA,www.coastcareer.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,7389
Cannella School of Hair Design-Blue Island,Blue Island,IL,cannellabeautyschools.com,21,0,0,NULL,NULL,NULL,NULL,NULL,4253.5
John Amico School of Hair Design,Oak Forest,IL,www.johnamicoschoolofhairdesign.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8425
Delta College Inc,Covington,LA,www.deltacollege.com,41,0,0,NULL,NULL,NULL,NULL,NULL,5009
Colorado Technical University-Sioux Falls,Sioux Falls,SD,www.coloradotech.edu/Sioux-Falls,12,0,0,NULL,NULL,NULL,NULL,NULL,34135.5
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,www.suva.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,49750
Tri-State Cosmetology Institute,El Paso,TX,tristatecosmetology.com,11,0,0,NULL,NULL,NULL,NULL,NULL,6149.5
Widener University-Commonwealth Law School,Harrisburg,PA,www.widener.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,28000
Volunteer Beauty Academy-Nashville,Nashville,TN,www.volunteerbeauty.com,11,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Frontier Community College,Fairfield,IL,www.iecc.edu/fcc,33,0,0,NULL,NULL,NULL,NULL,NULL,5211
Lincoln Trail College,Robinson,IL,www.iecc.edu/ltc,41,0,0,NULL,NULL,NULL,NULL,NULL,3571
Wabash Valley College,Mount Carmel,IL,www.iecc.edu/wvc,32,0,0,NULL,NULL,NULL,NULL,NULL,3500
American Institute of Interior Design,Fountain Hills,AZ,www.aiid.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Brookline College-Tempe,Tempe,AZ,brooklinecollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,9500
Baker College of Auburn Hills,Auburn Hills,MI,www.baker.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24000
Baker College of Clinton Township,Clinton Township,MI,www.baker.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,24000
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,www.optonet.inter.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7000
Schiller International University,Largo,FL,www.schiller.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,26300
Vatterott College-Springfield,Springfield,MO,www.vatterott.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,22001
Vatterott College-Joplin,Joplin,MO,www.vatterott.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,22001
Vatterott College-Kansas City,Kansas City,MO,www.vatterott.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,22001
Coconino Community College,Flagstaff,AZ,www.coconino.edu/,41,0,0,NULL,NULL,NULL,NULL,NULL,12500
Sanford-Brown College-Houston,Houston,TX,www.sanfordbrown.edu/houston,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Sanford-Brown Institute-Jacksonville,Jacksonville,FL,www.sanfordbrown.edu/jacksonville,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Sanford-Brown College-Dallas,Dallas,TX,www.sanfordbrown.edu/Dallas,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Baker College of Cadillac,Cadillac,MI,www.baker.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,24000
Emma's Beauty Academy-Juana Diaz,Juana Diaz,PR,www.ebajuanadiaz.com,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Franklin Academy,Cleveland,TN,www.franklinacademy.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,7600
Columbia Central University-Yauco,Yauco,PR,www.columbiacentral.edu,23,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Pima Medical Institute-Denver,Denver,CO,pmi.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,8708
ASA College,Brooklyn,NY,www.asa.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,13747
Ohio State School of Cosmetology-Westerville,Westerville,OH,salonschools.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8533
Nationwide Beauty Academy,Columbus,OH,salonschools.com,11,0,0,NULL,NULL,NULL,NULL,NULL,9600
Yeshivas Novominsk,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Southern Careers Institute-Corpus Christi,Corpus Christi,TX,www.scitexas.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,9500
Kiamichi Technology Center-Stigler,Stigler,OK,www.ktc.edu,33,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,NULL,11,1,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Carroll Community College,Westminster,MD,www.carrollcc.edu,41,0,0,NULL,NULL,NULL,NULL,NULL,9452
University of Phoenix-New Mexico,Albuquerque,NM,www.phoenix.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,33000
Galen College of Nursing-Tampa Bay,Saint Petersburg,FL,www.galencollege.edu/tampabay,12,0,0,NULL,NULL,NULL,NULL,NULL,20000
Galen College of Nursing-San Antonio,San Antonio,TX,www.galencollege.edu/sanantonio/,11,0,0,NULL,NULL,NULL,NULL,NULL,20000
Sarasota School of Massage Therapy,Sarasota,FL,www.sarasotaschoolofmassagetherapy.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7705
Westwood College-Dupage,Woodridge,IL,www.westwood.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,29614
Wright Career College,Overland Park,KS,www.wrightcc.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,25250
Daymar College-Louisville,Louisville,KY,www.daymarcollege.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,23500
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,NY,www.gstboces.org,41,0,0,NULL,NULL,NULL,NULL,NULL,9500
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,Norwich,NY,www.dcmoboces.com,41,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
DCI Career Institute,Monaca,PA,www.dci.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,9500
Central Susquehanna Intermediate Unit LPN Career,Lewisburg,PA,www.csiu.org/lpn,32,0,0,NULL,NULL,NULL,NULL,NULL,10100
Myotherapy College of Utah,Salt Lake City,UT,www.myotherapycollege.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8233
Graham Webb International Academy of Hair,Arlington,VA,www.grahamwebbacademy.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,6796
City College-Gainesville,Gainesville,FL,www.citycollege.edu,12,0,0,NULL,NULL,NULL,NULL,NULL,26800
Arizona State University-West,Glendale,AZ,www.asu.edu/,11,0,0,600,590,NULL,27,1095,20229
Connecticut Center for Massage Therapy-Westport,Westport,CT,www.ccmt.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,7600
ITT Technical Institute-Jacksonville,Jacksonville,FL,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
G Skin & Beauty Institute,Oakbrook,IL,www.gbeautyinstitutes.com,21,0,0,NULL,NULL,NULL,NULL,NULL,7917
Cosmetology Training Center,Lafayette,LA,cosmetlafayettela.com,12,0,0,NULL,NULL,NULL,NULL,NULL,7100
Stage One-The Hair School,Lake Charles,LA,www.stageoneinc.com,13,0,0,NULL,NULL,NULL,NULL,NULL,9300
Empire Beauty School-Malden,Malden,MA,www.empire.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,10050
Minnesota School of Business-Brooklyn Center,Brooklyn Center,MN,www.msbcollege.edu/,21,0,0,NULL,NULL,NULL,NULL,NULL,27889
ITT Technical Institute-Omaha,Omaha,NE,www.itt-tech.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,25827.5
Omaha School of Massage and Healthcare of Herzing University,Omaha,NE,www.herzing.edu,11,0,0,NULL,NULL,NULL,NULL,NULL,23216.5
Xenon International Academy-Omaha,Omaha,NE,xenonacademy.net,21,0,0,NULL,NULL,NULL,NULL,NULL,12000
Capri Institute of Hair Design-Brick,Brick,NJ,www.capriinstitute.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8578.5
Capri Institute of Hair Design-Kenilworth,Kenilworth,NJ,www.capriinstitute.com,21,0,0,NULL,NULL,NULL,NULL,NULL,7703.5
Capri Institute of Hair Design-Paramus,Paramus,NJ,www.capriinstitute.com,21,0,0,NULL,NULL,NULL,NULL,NULL,6660
Orlo School of Hair Design and Cosmetology,Albany,NY,www.theorloschool.com,13,0,0,NULL,NULL,NULL,NULL,NULL,6834.5
Delaware Area Career Center,Delaware,OH,www.delawareareacc.org,41,0,0,NULL,NULL,NULL,NULL,NULL,NULL
Eastland-Fairfield Career and Technical Schools,Groveport,OH,www.eastlandfairfield.com,21,0,0,NULL,NULL,NULL,NULL,NULL,6333
Empire Beauty School-Cincinnati,Cincinnati,OH,www.empire.edu,21,0,0,NULL,NULL,NULL,NULL,NULL,13133
Mahoning County Career and Technical Center,Canfield,OH,www.mahoningctc.com/index.htm,21,0,0,NULL,NULL,NULL,NULL,NULL,5500
Pickaway Ross Joint Vocational School District,Chillicothe,OH,www.pickawayross.com,42,0,0,NULL,NULL,NULL,NULL,NULL,5555
Pioneer Career and Technology Center,Shelby,OH,www.go2pioneer.com,31,0,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed
Raphael's School of Beauty Culture Inc-Boardman,Boardman,OH,www.raphaelsbeautyschool.edu,13,0,0,NULL,NULL,NULL,NULL,NULL,7500
Scioto County Career Technical Center,Lucasville,OH,sciototech.org/home/,41,0,0,NULL,NULL,NULL,NULL,NULL,6333
Trumbull Career & Technical Center,Warren,OH,www.tctchome.com,21,0,0,NULL,NULL,NULL,NULL,NULL,8971
